headline,text,label
Australia stuns Denmark to reach World Cup knockout stages,Australia stunned Denmark -- a team ranked 28 places above the Socceroos in FIFA's World Rankings -- to reach the World Cup knockout stages thanks to a brilliant goal from Mathew Leckie that secured a 1-0 victory.,sports
Opinion: Let's call out the Qatar World Cup for what it really is,"This November, billions of people around the world will tune in to The World Cup -- one of the greatest sporting spectacles in human history. ""There's just one problem: This year, it's happening in Qatar,"" write Roger Bennett and Tommy Vietor.",sports
World Cup fans acclimatise to desert accommodation -- in tents and portacabins,"As fans trickle into Qatar, they're understandably in holiday mode as they look forward to the prospect of a desert World Cup.",sports
What fans can't do in Qatar,"After years of anticipation -- and controversy -- since Qatar was awarded the World Cup, the tournament finally got underway on Sunday in Doha.",sports
US remains unbeaten against England at the World Cup after goalless draw,The US Men's National Team (USMNT) maintained its unbeaten streak against England at the World Cup after Friday's 0-0 draw at the Al Bayt Stadium in Qatar.,sports
US journalist says he was initially denied entry to a stadium because of rainbow t-shirt,Some people attending the 2022 World Cup have said they have experienced difficulties in Qatar when wearing clothing decorated in rainbow colors in support of LGBTQ rights.,sports
Must-watch videos of the week,"Animals where they shouldn't be, Roman artifacts uncovered and jubilant scenes from the World Cup. These are the must-watch videos of the week.",sports
Lionel Messi has penalty saved but Argentina progresses to World Cup knockouts with win,Lionel Messi had a penalty saved but Argentina booked its ticket to the knockout phase of the 2022 World Cup with a 2-0 victory over Poland.,sports
"Qatar 2022: 'Sport should not be politicized,' France's Macron says ahead of World Cup","""Sport should not be politicized,"" French President Emmanuel Macron said on Thursday, three days before the start of the 2022 World Cup in Qatar.",sports
"USMNT announce inexperienced World Cup squad, with Manchester City keeper missing out, as rest of squads announced",'Tis the season for wall charts and fans gathering around to pick their starting teams for the 2022 Qatar World Cup.,sports
Wasteful Canada loses to Belgium in first World Cup match for 36 years,Canada was taught a tough lesson as it lost 1-0 to Belgium in its first World Cup match for 36 years on Wednesday.,sports
'Scary our lives are so controversial': How tug of war over 'OneLove' armbands descended into a World Cup sideshow,"FIFA President Gianni Infantino pleaded with countries to let football take center stage ahead of the World Cup in Qatar, but it hasn't quite worked out like that.",sports
Did US Soccer just score an own goal ?,"When US and Iranian players take the pitch for their critical World Cup clash on Tuesday, they'll be jogging onto a bed of hot geopolitical coals.",sports
Australia defeat Tunisia 1-0 to win its first World Cup match since 2010,"Australia won its first World Cup match since June 2010, defeating Tunisia 1-0 to give itself a chance of qualifying for the knockout stages in Qatar.",sports
FIFA announces shared flights for Israeli and Palestinian football fans for 2022 World Cup in Qatar,FIFA announced on Thursday that shared flights have been organized to permit Israeli and Palestinian fans into Qatar to watch the 2022 FIFA World Cup. The temporary direct charter flights between Ben Gurion Airport in Tel Aviv and Hamad International Airport …,sports
"What is Bud Zero, the only beer Budweiser can sell at the World Cup?","In a surprise reversal, Qatar announced a ban of alcoholic beer at the eight stadiums hosting the World Cup. That leaves fans with just one ""beer"" choice — albeit one that isn't boozy.",sports
Why Arabs and Muslims feel stung by coverage of the Qatar World Cup,This year's World Cup is certainly like no other before it. It is the first to be held in a Muslim country and Qatar has gone a long way to give the event a distinctly Arab and Muslim flavor.,sports
